Channel Title,Channel Username,ID,Message,Date,Media Path
Doctors Ethiopia,DoctorsET,675,"የ ብዙ ኢትዮጵያዊያን ህመም የ ጨጓራ ህመም ነው

ምግብ ስበላ ያቃጥለኛል
ቡና መጠጣት አልችልም

በርበሬ የበዛበት ነገር ስመገብ ያመኛል

የጨጓራ ህመም ምንድን ነው? ምልክቶቹስ

እነዚህን 3 ምልክቶች ካዮ በፍጥነት ህክምና ያድርጉ

ሙሉ ቪደዮውን በ YouTube ይመልከቱ
👇👇👇👇👇👇👇  ይጫኑት
https://youtu.be/V4kIDwNBMZ0",2021-06-06 18:39:57+00:00,photos\DoctorsET_675.jpg
Doctors Ethiopia,DoctorsET,674,"ብዙ ግዜ የ ቫይታሚን እንክብሎችን እንገዛለን እነዚህ የ ቫይታሚን እንክብሎች ምን ያህል ነው ጥቅማቸው?

እነዚህ ታብሌቶች ማነው መውሰድ ያለበት?
ምግብን መተካት ይችላሉ ወይ

ሙሉ ቪዲዮውን በ ዮቲውብ አሁኑኑ ይመልከቱ
👇👇👇👇👇👇👇👇👇👇👇
https://youtu.be/LSceWNKbS3U",2021-06-05 18:30:01+00:00,photos\DoctorsET_674.jpg
Doctors Ethiopia,DoctorsET,673,"ከመጠን በላይ በሰውነት ላብ ተቸግረዋል?

የብብት ላብ ማላብ
እጅ ከመጠን በላይ ማላብ
ፊት ላይ ከመጠን በላይ ማላብ

ከ 25 አመት በላይ የሆነ ሰው በዚህ ችግር ከተጠቃ ህክምና አለው

YouTube
ሙሉ ቪዲዮውን ይመልከቱ
👇👇👇👇👇👇👇👇👇
https://youtu.be/x3svSYeTcng",2021-06-04 18:58:49+00:00,photos\DoctorsET_673.jpg
Doctors Ethiopia,DoctorsET,672,"ዛሬ ምሽት 3:30 በ ፋና ቴሌቪዥን

ከመጠን በላይ የሰውነት ላብ ማላብ መንስኤው ምን ይሆን ? ህክምናው ምን ይሆን

የብዙ ሰው ችግር የሆነው የጨጓራ ህመም እና ቃር በ ደክተርስ ኢትዮጵያ እይታ

እና ሌሎች ፕሮግራሞችን ወደናንተ ይዘን ዛሬ ምሽት 3:30 ላይ እንገናኛለን

Sponsored By

Zemen Bank
Le Hager studio",2021-06-04 18:05:56+00:00,photos\DoctorsET_672.jpg
Doctors Ethiopia,DoctorsET,671,"የጥርስ መቦርቦር

ቀዝቃዛ ነገሮችን መውሰድ እና መጠዝጠዝ

ጥርስ ማፀዳት የጥርስ መስታወትን ይሰብራል ይባላል ይህ ምን ያህል እውነት ነው??

👇👇👇👇👇👇👇 አሁኑኑ ይመልከቱ

https://youtu.be/uBeMnRMx9vc",2021-05-28 19:09:09+00:00,photos\DoctorsET_671.jpg
Doctors Ethiopia,DoctorsET,670,"የ ፊት ፀጉር መመለጥ መንስኤው

ቀድሞ ሚያሳየው ምልክቶች// ፀጉር ንቅለ ተከላ ምን ያህል እውነት ነው?

ሴቶችም ላይ ይከሰታል

አሁኑኑ ይመልከቱ  
👇👇👇👇👇👇👇
https://youtu.be/O6BXBFJGits",2021-05-28 19:04:16+00:00,photos\DoctorsET_670.jpg
Doctors Ethiopia,DoctorsET,669,"የብልት መጠንን ይጨምራል ተብለው የሚሸጡ መድሃኒቶች

በ ሶሻል ሚዲያ የሚሸጡ መድሃኒቶች 
ስንፈተ ወሲብ እና መንስኤው ምን ያህል እውነት ነው?

በ YouTube ይመልከቱ
👇👇👇👇👇👇👇👇👇👇👇
https://youtu.be/0D_PVBTzQf4",2021-05-28 18:59:37+00:00,photos\DoctorsET_669.jpg
Doctors Ethiopia,DoctorsET,668,"ዛሬ ምሽት 3:25 በ ፋና ቴሌቪዥን 

በብዛት ከሚደርሱን ጥያቄወች ውስጥ 

የወንድ ልጅ ፀጉር መሳሳት እና መመለጥ መንስኤዎች እንዲሁም ፀጉር ንቅለ ተከላ ምን ያህል የተሳካ ይሆናል


በተለያዮ ማህበራዊ ድህረገጾች ስንፈተ ወሲብ ይረዳል በማለት በ ኪኒን በሚቀባ መልኩ እየተሸጡ ያሉ መድሃኒቶች እንዲሁም የወንድ ልጅ ብልት መጠንን ያስድጋል እየተባሉ የሚሸጡ ነገሮች እውነት ይጠቅማሉ?

        ሌሎች ርዕሰ ጉዳዮችም ይነሳሉ
3:25 በ ፋና ቴሌቪዥን ይጠብቁን

#sponsored_By
zemen Bank
Le Hager studios",2021-05-28 17:03:49+00:00,photos\DoctorsET_668.jpg
Doctors Ethiopia,DoctorsET,667,"የደም አይነት እና አመጋገብ

ብዙም ግዜ የደም አይነትን አውቆ አመጋገብን ማስተካከል የተለመደ ነገር ባይሆንም ከደም አይነት አንፃር B እና AB የደም አይነት ላላቸው ሰዎች የተመጣጠነ ምግብን ቢመገቡ O የደም አይነት ደግሞ ስጋ ነገር እንዲመገቡ ይመከራል 

የደም አይነት ምን ያህል ከ አመጋገባችን ጋር ይያያዛል?
 መወፈር ፈልገን ካልቻልን መክሳት ፈልገን መክሳት ካልቻልን የደምጨአይነታችንን በማወቅ አመጋገባችንን እናስተካክል

ይህን ቪዲዮ ይመልከቱ አመጋገቦን እያስተካክሉ
👇👇👇 ሙሉ ቪዲዮ በ ዮቲውብ👇👇👇
https://youtu.be/4yUfBWDIVvE",2021-05-23 18:31:37+00:00,photos\DoctorsET_667.jpg
Doctors Ethiopia,DoctorsET,666,"ፊት እና ደረት ላይ የሚወጣ ቡግር

ብዙ ግዜ ፊት ደረት እና ጀርባ ላይ የሚወጣ ሲሆን
ከቆዳችን ስር ባለው ቅባት አመንጪ አካሎች ምክንያት ይመጣል።አንዳንድ ሰዎች ላይ ከመጠን በላይ በመውጣት በነዚህ ቦታዎች ላይ ቡግር ሊፈጠር ይችላል

 መከላከያ መንገዶች

የመጀመሪያው መንገድ የፊት ንፅህናን መጠበቅ ሲሆን በቀን ውስጥ ሁለት ግዜ ፊትን መታጠብ

ወዛማ እና ደረቅ ፊት ላላቸው ሁለቱም የራሳቸው ልዮነት አላቸው  ሙሉ ቪዲዮውን በ ዮቲውብ አሁን ይመልከቱ

በ ቡግር መጨነቅ ቀረ ሼር በማድረግ በቀላሉ ቡግር ማጥፋት ምንችልበትን መንገድ እንወቅ
👇👇👇👇👇👇👇👇👇👇👇👇
https://youtu.be/YNNgxKGyiLk",2021-05-22 17:33:58+00:00,photos\DoctorsET_666.jpg
Doctors Ethiopia,DoctorsET,665,"መጥፎ የአፋ ጠረን አስቸግሮታል
መንስኤው እና መፍትሄው ?

በቀላሉ መፍትሄውን በ ዮቲውብ ይመልከቱ
👇👇👇👇👇👇👇👇👇👇👇
https://youtu.be/Z8GEbwwRylc",2021-05-21 18:49:31+00:00,photos\DoctorsET_665.jpg
Doctors Ethiopia,DoctorsET,664,"ዛሬ ምሽት 3:25 በ ፋና ቴሌቪዥን ልዮ ልዮ የ ዶክተርስ ኢትዮጵያ ፕሮግራሞች 

 የብዙ ሰው ጥያቄ የሆነው ፊት እና ደረት  ላይ የሚወጡ  ቡግር መንስኤዎች ምንድን ናቸው መፍትሔውስ ምንድነው

#መጥፎ የ አፍ ጠረን ተቸግረዋል? እንግዲያውስ ዛሬ ምሽት መልሱን ያገኛሉ የ አፍ ጠረንን እምናሶግድበት መንገዶችን ይወቁ


ሌሎች አዝናኝ እና ቁም ነገር አዘል ፕሮግራሞቻችንን ይመልከቱ

sponsor of Doctors Ethiopia 

Zemen Bank
Le Hager studio",2021-05-21 17:24:06+00:00,photos\DoctorsET_664.jpg
Doctors Ethiopia,DoctorsET,663,"የኮሮና ክትባት ወሰድን👇👇
https://youtu.be/vYRhvkbtt0Q",2021-05-16 18:33:39+00:00,photos\DoctorsET_663.jpg
Doctors Ethiopia,DoctorsET,662,"ሴቾች እና ዕድሜ
የሰው ልጅ ከአመት ወደ አመት ዕድሜ እየጨመረ ይሄዳል ይህ ታድያ ምን ያስፈራል??
ዕድሜ ፀጋ ነው

ግን በ አግባቡ ጤናችንን መጠበቅ አለብን

ዶ/ር ቃልኪዳን በ ጥቁር አንበሳ ሆስፒታል የውስጥ ደዌ ስፔሻሊስት ሃኪም ይህን ትመክራለች

አሁኑኑ ተጭነው በ ዮቲውብ ይመልከቱ 

ሼር ላይክ እንዲሁም ያሎትን ማንኛውንም አስተያየት ኮሜንት ላይ ያስቀምጡልን
👇👇👇👇👇👇👇👇👇👇👇👇
https://youtu.be/Reiw_VwqJOo",2021-05-15 17:13:50+00:00,photos\DoctorsET_662.jpg
Doctors Ethiopia,DoctorsET,661,"ስትሮክ ወይንም ምት

መንስኤው እና መፍትሄው ምንድን ነው?

እንዴት ሊከሰት ይችላል??

መልሱን ከ ዶ/ር ዮሃንስ ጋር በ ዮቲውብ ይመልከቱ

👇👇👇👇👇👇👇👇👇👇
https://youtu.be/ajL18rTKo1U",2021-05-14 18:56:32+00:00,photos\DoctorsET_661.jpg
Doctors Ethiopia,DoctorsET,660,"ወንዶች ላይ ሊከሰት ይችላል 

አንድ የዘር ፍሬ ብቻ ቢከሰት መውለድ ይችላል ወይ?

የዘር(ስፐርም)ብዛት መቀነስ መንስኤው እና መፋትሄው??

ሙሉ ቪዲዮውን በ ዮቲውብ ይመልከቱ
https://youtu.be/TZojFJNygaQ",2021-05-14 18:54:06+00:00,photos\DoctorsET_660.jpg
Doctors Ethiopia,DoctorsET,659,"ስለስኳር በሽታ


ስኳር ብዛት በሽታ ማለት ምንድን ?

በቀላል አገላለጥ ስኳር ብዛት በሽታ ማለት ወደ ሰውነታችን የምናስገባው ምግብ (ጣፋጭነት ያላቸውን ጨምሮ )የተመዛዘነ ውስጣዊ ስምሪት (ውህደት) ሲዛባ የሚከሰት ሕመም ማለት ነው። ይኸውም ኢንሱሊን የተባለው ተፈጥሯዊ መድሃኒት ነክ ፈሳሽ(*ነጥረ ቅመም) በተመጣጠነ መጠንና ሁኔታ ባለመመንጨንቱ ወይም የመነጨው ትክክለኛ ሥራ ላይ ባለመዋሉ ምክንያት ስኳር በደም ውስጥ ሲጠራቀምና ሲጎዳ ማለት ነው::

የስኳር ብዛት በሽታ ያለባቸው ሰዎች ኢንሱሊን የተባለውን ንጥረ ቅመም ሰውነታቸው በአግባቡ ማምረት/ማመንጨት ወይም መጠቀም ባመቻሉ ነው፡፡ኢንሱሊን ማለት በሰውነታችን ውስጥ የሚገኝና ሰውነታችን እጅግ የሚፈልገው ዓይነተኛ የንጥረ ቅመም አይነት ኢንሱሊን የሚጠቅመን ከምግባችን የምናገኘውን ስኳርንና ሌሎች ምግቦችን ወደ ግሉኮዝ እንዲቀየር የምያስችል ቅመም ነው ፡፡

#share #Like #subscribe

ON YouTube 

ሙሉ ቪዲዮውን በ ዮቲውብ ይመሎከቱ

👇👇👇👇👇👇👇👇👇👇👇👇
https://youtu.be/fin4E8_dLdU",2021-05-05 17:21:31+00:00,photos\DoctorsET_659.jpg
Doctors Ethiopia,DoctorsET,658,,2021-05-02 12:03:56+00:00,photos\DoctorsET_658.jpg
Doctors Ethiopia,DoctorsET,657,"የወንድ ዘር (ቴስቴስትሮን) መጠንን አንዴት መጨመረ ይችላል?

ብዚ ግዜ ከሂኪም ትአዛዝ ወጪ ሲወሰድ ለስንፈተ ወሲብ ያጋልጣል

የዚህ ምልክቶቹ ወንዶች ላይ ፂም አለመብቀል ወይንም የፀጉር መመለጥ // አጥንት መሳሳት ድካም ውፍረት መጨመር እና ሌሎች ምልክቶችን ያሳያል!

ሙሉ ቪዲዮውን በ ዮቲውብ አሁን ይመልከቱ 👇👇👇👇👇👇
https://youtu.be/hs0KvnY8nvU",2021-05-01 18:46:01+00:00,photos\DoctorsET_657.jpg
Doctors Ethiopia,DoctorsET,656,"የ ዶክተርስ ኢትዮጵያ ስፖንሰር 

ዘመን ባንክ // zemen Bank

መልካም የ ፋሲካ በአል ይሁንላቹ",2021-04-30 19:02:54+00:00,photos\DoctorsET_656.jpg
Doctors Ethiopia,DoctorsET,655,"ዛሬ ምሽት በ ዶክተርስ ኢትዮጵያ ፋና ቴሌቪዥን 

    በ  ልዮ ልዮ ፕሮግራሞቻችን እንገናኝ

#በተፈጥሮ የ ወንድ ልጅ ቴስቴስትሮን መጠንን እንዴት መጨመር እንችላለን 

#ዶ/ር ዮሃንስ የ ጥቁር አንበሳ የ ነርቭ ስፔሻሊስት ሃኪም ስለ መርሳት ችግር ከመጀመሪያው ቅድመ ምልክቶች እና ከባድ ደረጃ መድረሱን ሚያሳዩ ምልክቶች?

         ምሽት 3:30 በ ፋና ቴሌቪዥን 
       የዶክተርስ ኢትዮጵያ ስፖንሰር 

#ዘመን ባንክ//Zemen Bank
#ለሀገር ሱቱዲዮ


መባ ኢንተርቴይመንት",2021-04-30 18:16:24+00:00,photos\DoctorsET_655.jpg
Doctors Ethiopia,DoctorsET,654,,2021-04-27 09:34:05+00:00,photos\DoctorsET_654.jpg
Doctors Ethiopia,DoctorsET,653,"ሼር በማድረግ ቤተሰባችን ውስጥ የ ስኳር እና ሌላ ተጓዳኝ ህመም ላለባቸው ሰዎች በ ፆም ወቅት እንዲሁም ፆም ሲፈታ ማድረግ ያለባቸውን ነገሮች ያጋሩ

ፆም በ ሚፈታበት ወቅት ልናደርጋቸው የሚገቡ ጥንቃቄዎች

ፆም ለ ጤና ያለው ጠቀሜታ

🛑ስኳር ህመምተኞች ሲፆሙ መጠንቀቅ ያለባቸው ነገሮች🛑

ሙሉ ቪዲዮውን በ ዮቲውብ ይመልከቱ
👇👇👇👇👇👇👇👇👇👇👇👇
https://youtu.be/p_9P04A0ASE",2021-04-25 10:13:01+00:00,photos\DoctorsET_653.jpg
Doctors Ethiopia,DoctorsET,652,"እንቅልፋ ማጣት
ቅዥት
ህልም

የነርቭ ችግር ይሆን???

🛑አሁኑኑ ይመልከቱ🛑

በ ዮቲውብ ይመልከቱ👇👇👇
👇👇👇
https://youtu.be/Q5sjD76dBI4",2021-04-23 18:47:46+00:00,photos\DoctorsET_652.jpg
Doctors Ethiopia,DoctorsET,651,"ዛሬ ምሽች 3:25 በ ፋና ቴሌቪዥን 

የ ዶክተርስ ኢትዮጵያ የ ነርቭ ስፔሻሊስት ሃኪም ዶ/ር ዩሃንስ

በተለያዮ ርዕሰ ጉዳዮች የናንተን ጥያቄ ለመመለስ ተዘጋጅተናል

እንቅልፍ ማጣት// ህልም አልፎም ቅዠት ምን ያመልክታል ??

🛑የነርቭ ችግር ይሆን🛑

እና

በ ክርስቲያን አብይ ፆም እና በ እስልምና የ ረመዳን ፆም  ላይ ውይይት አድርገናል

ፆም ከመንፈሳዊ ጥቅም በተጨማሪ ለ ጤና ያለው ጥቅም ምንድነው ??

ምሽት 3:25 በ ፋና ቴሌቪዥን 
       ዶክተርስ ኢትዮጵያ",2021-04-23 16:04:44+00:00,photos\DoctorsET_651.jpg
Doctors Ethiopia,DoctorsET,650,"ሁሉም ሰዉ ሊመለከተው የሚገባ

የወር አበባ መዛባት ምን ያመለክታል
#መንስኤው ምንድን ነው????

🛑                                                       🛑
በ ወር አበባ ግዜ ደም ብዙ መፍሰስ የወገብ ህመም በተጨማሪም መደረግ ያለበት ጥንቃቄዎች በ ዶክተርስ ኢትዮጵያ ዮቲውብ አካውንት

👇👇👇👇👇👇👇👇👇👇👇👇

https://youtu.be/DzX0jb2mFTI",2021-04-21 18:27:05+00:00,photos\DoctorsET_650.jpg
Doctors Ethiopia,DoctorsET,648,"ውድ የዶክተርስ ኢትዮጵያ ቤተሰቦች ከዚህ ቀደም እንዳረግነው ያሎትን ማንኛውንም አይነት ጥያቄ ፈጥነው ይላኩልን

የናንተን ጥያቄ ለመመለስ በ መባ ኢንተርቴይመንት ተዘጋጅቶ በ ፋና ቴሌቪዥን ዘወትር አርብ ምሽት በሚቀርበው ፕሮግራሞቻችን ላይ በ ሀገራችን ከፍተኛ ልምድ ባላቸው ስፔሻሊስት ሃኪሞች መልስ ያገኛሉ

አሁኑኑ ይላኩልን
👇👇👇👇👇👇👇
@DoctorsEthiopia 

ተጭነው መላክ ይችላሉ

ወይንም በ ፌስ ቡክ / ቴሌግራም/ እና ዮቲውብ አካውንታችን ጥያቄዎን ይላኩልን
      Doctors Ethiopia

     Meba Entertainment",2021-04-18 16:54:49+00:00,photos\DoctorsET_648.jpg
Doctors Ethiopia,DoctorsET,647,"የ ዶክተርስ ኢትዮጵያ ስፖንሰር
           ለ ሃገር ሱቱዲዮ
አስደሳች ዜና

በ ፊታችን ላሉት የሰርግ ግዚያት ባማረ ሱቱዲዮ ፎቶ መነሳት ከፈለጉ እንግዲያውስ ለ ሀገር ሱቱዲያ ቀዳሚ ምርጫዎ ነው

ለሀገር ሱቱዲዮ አዲስ ባስገነባው የ ፎቶ እና ቪዲዮ ሱቱዲዮ ማንኛውም አይነት ፕሮግራም ለማዘጋጀት ለሚፈልጉ ምዝገባ ጀምሯል 

አድራሻ 
ገርጂ አልፎዝ ህንፃ 3ቸኛ ፎቅ ላይ ያገኙናል",2021-04-18 16:54:39+00:00,photos\DoctorsET_647.jpg
Doctors Ethiopia,DoctorsET,644,"የብዙዎችን ህይወት አደጋ ላይ ሊጥል የሚችለው የጡት ካንሰር ህመም  መንስኤው ምንድነው

መቼ ነው ምርመራ ማድረግ መጀመር ያለበት
#ወንዶችም ላይ ሊከሰት ይችላል

እባኮን ቀድመው ይመርመሩ

🛑ሙሉ ቪዲዮውን በ ዮቲውብ🛑


👇👇👇👇👇👇👇👇👇👇
https://youtu.be/cm5Zv4YLEWg",2021-04-15 16:51:05+00:00,photos\DoctorsET_644.jpg
Doctors Ethiopia,DoctorsET,643,"🛑ዛሬ ምሽት 3:25 በ ፋና ቴሌቪዥን 🛑

ስለ ኮሮና ቫይረስ ክትባት ማወቅ ያለብን ነገሮች

ደም መርገት ያስከትላል የተባለው የ ኮሮና ክትባት ምን ያህል እውነት ነው??

 ዶ/ር ቃልኪዳን ከክትባቱ ቧኋላ ራስ ምታት እንዲሁም ህመም ነበረኝ / ምክንያቱ ምን ይሆን

🛑እና ሌሎችም ጉዳዮች ይነሳሉ🛑

የጡት ካንሰር መንስኤው ምንድነው
     መቼ ነው ምርመራው መደረግ ያለበት

በዛሬው ልዮ ፕሮግራሞቻችን እንገናኝ
     ምሽት 3:25 በ ፋና ቴሌቪዥን",2021-04-09 17:20:27+00:00,photos\DoctorsET_643.jpg
Doctors Ethiopia,DoctorsET,642,"🛑ሙሉ ቪዲዮውን አሁን በ ዮቲውብ ይመልከቱ


#ሃሳብ አስተያየቶን ኮሜንት ላይ ያስቀምጡልን#
 
https://youtu.be/ixzZy7WUwyEsub_confirmation=1",2021-04-07 18:39:56+00:00,photos\DoctorsET_642.jpg
Doctors Ethiopia,DoctorsET,641,"የ አይን መንሸዋረር ምንድነው ?

የ አይን መንሸዋረር ብዙ ሰዎች የሚያጋጥማቸው ሲሆን ብዙ ግዜ ከ ውበትም አንፃር መልክን የመቀየር ፀባይ ያለው ሲሆን አንዳንድ ግዜ እይታንም የመቀነስ ባህሪ አለው!

ይህም ከ ህፃናት አስከ አዋቂ ይህ ችግር ሊከሰት የሚችል ሲሆን ህክምናው ቀላል ነው በተለይ ለህፃናት:: 

 ረዥም ሰአት ስናነብ እንዲሁም ኤሌክትሮኒክስ ነገሮችን ስንጠቀም አይን ማቃጠል መድረቅ እና ሌሎችም ምልክቶች ያጋጥሙናል

የአይን ድርቀት ብዙ ግዜ የ ኮሞፒውተር ባለሞያዎች የ ባንክ ሰራተኞች ተማሪዎች  እንዲሁም ስራቸው በዛ ዙሪያ የሆኑ ሰዎች ላይ በይበልጥ የሚከሰት ነው::

የአይን ድርቀት አይናችንን ከማቃጠል ከማሳከክ በተጨማሪም መቅላት አይነት ምልክቶች አሉት : 

ይህም ሚከሰተው ሰው በተፈጥሮ የአይናችን እንባ (እርጥበት) ሚዳረሰው አይናችንን በተወሰነ ሰከንድ ሲከፈት እና ሲዘጋ(እርግብ እርግብ) ሲል ነው::

የአንድ ሰው አይን በአማካኝ  በ 1 ደቂቃ ወደ 15 ግዜ  ይርገበገባል በ 1 ሰአት 900 ግዜ ይርገበገባል ይህም አይናችን እንዲረሰርስ ይረዳል ማለት ነው ::



ታዲያ አይናችን ለምን ይደርቃል???

#ሙሉ ቪዲዮውን በ ዮቲውብ አሁኑኑ ይመልከቱ

ሃሳብ አስተያየት በ ኮሜንት ያስቀምጡልን

 ከታች ያለውን ሊንክ በመጫን ያገኙታል
👇👇 on YOUTUBE",2021-04-07 18:39:14+00:00,
Doctors Ethiopia,DoctorsET,640,,2021-04-05 15:51:26+00:00,photos\DoctorsET_640.jpg
Doctors Ethiopia,DoctorsET,639,"https://youtu.be/-xckx7gHpw0sub_confirmation=1

☝️☝️☝️ አሁኑኑ በ ዮቲውብ ይመልከቱ ማነኛውም አይነት ጥያቄ ኮሜንት ላይ ያስቀምጡልን

YouTube, subscribe like & comment",2021-04-03 04:22:35+00:00,photos\DoctorsET_639.jpg
Doctors Ethiopia,DoctorsET,638,"ስንፈተ ወሲብ እንዴት ይከሰታል
ስኳር ህመምተኞች ላይ በብዛት ሊከሰት ይችላል 

ብዙ ሰዎች ቫያግራ ይወስዳሉ/ ይህ መድሃኒት አይን እስከ ማጥፋትደረጃ  ሊደርስ ይችላል

ብዙ ግዜ ወንዶች ናቸው ስንፈተ ወሲብ ምክንያት ሚሆኑት ግን ሴቶችም ላይ ይከሰታል

ሙሉ ቪዲዮውን በ ዮቲውብ አሁኑኑ ይመልከቱ

#subscribe**LIKE** comment

👇👇👇👇
https://youtu.be/-xckx7gHpw0sub_confirmation=1
👇👇👇👇👇👇👇
https://youtu.be/-xckx7gHpw0sub_confirmation=1",2021-04-03 04:17:34+00:00,photos\DoctorsET_638.jpg
Doctors Ethiopia,DoctorsET,637,"ስንፈተ ወሲብ እንዴት ይከሰታል
ስኳር ህመምተኞች ላይ በብዛት ሊከሰት ይችላል 

ብዙ ሰዎች ቫያግራ ይወስዳሉ/ ይህ መድሃኒት አይን እስከ ማጥፋትደረጃ  ሊደርስ ይችላል

ብዙ ግዜ ወንዶች ናቸው ስንፈተ ወሲብ ምክንያት ሚሆኑት ግን ሴቶችም ላይ ይከሰታል

ሙሉ ቪዲዮውን በ ዮቲውብ አሁኑኑ ይመልከቱ

#subscribe**LIKE** comment

👇👇👇👇
https://youtu.be/-xckx7gHpw0",2021-04-03 04:17:33+00:00,photos\DoctorsET_637.jpg
Doctors Ethiopia,DoctorsET,636,"የ ዶክተርስ ኢትዮጵያ ፕሮግራም የቀረፃ ቦታ ስፖንሰር ያረገልን ለሀገር ፎቶ ስቱዲዮ ከልብ እናመሰግናለን 

የሚያምሩ እና ለቀረፃ ምቹ የሆኑ ቦታዎች

ለማንኛውም የ ፎቶ እና ቪዲዮ ሱቱዲዮ ሲፈልጉ የመጀመሪያ ምርጫዎ ለሀገር ሱቱዲዮ

አድራሻ 
#ኢምፔሪያል

#አልፎዝ ህንፃ 3ተኛ ፎቅ ላይ ለበለጠ መረጃ እና ምዝገባ  በምስሉ ላይ በምትመለከቱት ቁጥር ይደውሉልን ወይም በ 09 47 74 60 70 መረጃዎችን መውሰድ ይችላሉ 

Get Your Bookings Now
👇   👇      👇         👇         👇  
09 34 56 00 00 / 09 34 56 00 56

sponsor of Doctors Ethiopia Fana Television",2021-04-02 18:58:33+00:00,photos\DoctorsET_636.jpg
Doctors Ethiopia,DoctorsET,635,"ስንፈተ ወሲብ እንዴት ይከሰታል
 ሴቶች ላይ የሚከሰት የ ፔሬድ ህመም እና ቀን 
     መዛባት / ኮሮና ቫይረስ እና ሌሎችም 

ዶክተርስ ኢትዮጵያ ዘወትር አርብ ምሽት 3:25 በ     ፋና ቴለቪዥን
እንገናኝ 

#Meba_Entertainment
#Doctors_Ethiopia 
#kestadema_Foam
#Le_Hager_Studio",2021-04-02 15:13:17+00:00,photos\DoctorsET_635.jpg
Doctors Ethiopia,DoctorsET,634,"ዶ/ር ናሆም እና ቃልኪዳን ያልተስማሙበት ሃሳብ

#ውሃ በ ቀን ምን ያህል ይጠጣሉ?

 ሲጠማን ብቻ ነው ምንጠጣው ወይስ በቀን ይህን ያህል መጠጣት አለብን ብለን ነው ምንጠጣው
#subscribe #Like #comment 

ያሎትን አስተያየት ኮሜንት ላይ አሁን በ ዮቲውብ ያስቀምጡልን  በ  ዮቲውብ
👇👇👇👇👇👇👇👇👇
https://youtu.be/mCJRna0kFMg",2021-03-28 17:08:16+00:00,photos\DoctorsET_634.jpg
Doctors Ethiopia,DoctorsET,633,"ዶ/ር ዮሃንስ ስለ ነርቭ ህመም ምን ይላል
 አብዛኛውን ግዜ ህክምናው ከባድ ነው
👇👇👇 ሙሉ ቪዲዮ በ ዮቲውብ
https://youtu.be/hUZtBiDLrQo",2021-03-19 19:06:15+00:00,photos\DoctorsET_633.jpg
Doctors Ethiopia,DoctorsET,632,"ዛሬ ምሽት 3:25 በ ፋና ቴሌቪዥን በ ልዮ አቀራረብ ዶክተርስ ኢትዮጵያ ወደ እናንተ ይደርሳል

 የፊት መውረድ ወይም ቅርፅ መቀየር መንስኤዎች እንዲሁም ከ 40 አመት በላይ ያሉ ሰዎች በ ከፍተኛ ሁኔታ ተጋላጨ የሆኑበት የ ግላኮማ በሽታ ምንድነው እና ሌሎችም

እንዳያመልጦ  በ ዮቲውብ ዶክተርስ ኢትዮጵያ ቻናል ሙሉ ቪዲዮውን ያገኙታል

#YouTube

#DoctorsEthiopia 

Keste Damena
Grace LED Advertising
Ethiopian skylight Hotel",2021-03-19 16:23:08+00:00,photos\DoctorsET_632.jpg
Doctors Ethiopia,DoctorsET,631," ከ ስምንት አመቱ ጀምረ በደረሰበት አደጋ አጁ ይንቀጠቀጣል አቃ መያዝ አይችልም  

ዶ/ር ዮሃንስ በ ጥቁር አንበሳ የነርቭ ስፔሻሊስት ሃኪም ይህንን ህመም መንስኤውንና መፍትሄውን እንደዚህ አብራርተዋል 
👇👇👇👇👇

🛑 ሙሉ ቪዲዮውን በ የቲውብ ይመልከቱ🛑

👇👇👇👇👇👇👇👇
https://youtu.be/J8xbD78GUzs",2021-03-13 06:08:11+00:00,photos\DoctorsET_631.jpg
Doctors Ethiopia,DoctorsET,630,"*Joker* ከ ትክክለኛ ህመም ላይ ተመስርቶ የተሰራ ፊልም ነው! በ ሀገራችንም በዚህ ህመም ሚጠቁ ሰዋች አሉ

👇👇**ሙሉ ቪዲዮውን በ ዮቲውብ ይመልከቱ**
https://youtu.be/jB3ytFFdFPw",2021-03-12 19:09:40+00:00,photos\DoctorsET_630.jpg
Doctors Ethiopia,DoctorsET,629,"ዛሬ ምሽት በ ዶክተርስ ኢትዮጵያ ፋና ቴሌቪዥን 
በ ልዮ ልዮ ፕሮግራሞቻችን 3:25 ላይ እንገናኝ!

#Kestedamena
#Ethiopian_Skylight _Hotel
#Grace_LED_Advertising",2021-03-12 08:18:10+00:00,photos\DoctorsET_629.jpg
